SAMPLE_ID	FISH_ID	Bile_Nap	Bile_PHN	Bile_BaP	Bile_Sum_PAH	Liver_Sum_PAH	Liver_Sum_LMW	Liver_Sum_HMW	Naphthalene	C1_Naphthalene	C2_Naphthalene	C3_Naphthalene	C4_Naphthalene	Acenaphthylene	Acenaphthene	Fluorene	C1_Fluorene	C2_Fluorene	C3_Fluorene	C4_Fluorene	Dibenzothiophene	C1_Dibenzothiophene	C2_Dibenzothiophene	C3_Dibenzothiophene	C4_Dibenzothiophene	Phenanthrene	Anthracene	C1_Phenanthrene/Anthracene	C2_Phenanthrene/Anthracene	C3_Phenanthrene/Anthracene	C4_Phenanthrene/Anthracene	C5_Phenanthrene/Anthracene	Fluoranthene	Pyrene	C1_Fluoranthene/Pyrene	C2_Fluoranthene/pyrene	C3_Fluoranthene/Pyrene	C4_Fluoranthene/Pyrene	C5_Fluoranthene/Pyrene	Benzo[a]anthracene	Chrysene	C1_Benzo[a]anthracene/Chrysene	C2_Benzo[a]anthracene/Chrysene	C3_Benzo[a]anthracene/Chrysene	C4_Benz[a]anthracene/Chrysene	C5_Benz[a]anthracene/Chrysene	Benzo[b]fluoranthene	Benzo[k]fluoranthene	Benzo[e]pyrene	Benzo[a]pyrene	Perylene	Dibenz[a,h]anthracene	Indenopyrene	Benzo[ghi]perylene
00809-bma	EZ-01-080	10646.73392	2971.600019	125.09	13743.42352	1173.44	1170.04	3.40	17.68	53.19	672.47	107.39	86.75	0.00	0.00	1.59	22.81	11.69	0.66	0.00	0.06	10.64	36.88	0.00	0.00	3.85	0.59	114.79	29.00	0.00	0.00	0.00	0.29	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.19	0.38	0.31	0.00	0.00	0.45	0.28
00810-bma	EZ-01-081	20338.24517	5233.799607	387.04	25959.0872	1022.98	1018.54	4.44	27.67	123.43	381.11	135.01	45.89	0.00	0.00	1.61	14.78	1.66	1.32	0.00	0.24	4.40	25.14	0.00	0.00	5.85	1.74	171.58	75.47	1.64	0.00	0.00	0.86	0.90	0.00	0.00	0.00	0.00	0.00	0.15	0.23	0.00	0.00	0.00	0.00	0.00	0.42	0.33	0.32	0.37	0.28	0.14	0.26	0.18
00811-bma	EZ-01-082	427.5257167		0.98	428.5013415	2208.95	2206.15	2.80	61.12	265.91	1019.10	452.84	156.28	0.00	2.88	1.83	13.98	4.66	3.20	0.00	0.22	4.19	18.28	0.00	0.00	3.58	1.24	112.28	71.11	13.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.95	0.00	1.85	0.00	0.00	0.00	0.00
00812-bma	EZ-01-083	1924.766879	466.3599553	4.27	2395.400507	745.77	743.88	1.89	34.52	129.77	242.21	99.71	14.92	0.00	1.38	1.59	10.82	2.32	0.84	0.00	0.29	6.39	17.39	0.00	0.00	5.52	1.44	108.15	64.75	1.87	0.00	0.00	0.75	0.77	0.00	0.00	0.00	0.00	0.00	0.06	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00
00813-bma	EZ-01-084	6290.478703	1501.808096	44.12	7836.403197	1065.91	1064.06	1.85	26.87	130.79	377.78	149.59	67.74	0.00	1.29	1.49	15.84	3.88	1.41	0.00	0.18	2.67	21.68	0.00	0.00	5.83	1.71	176.08	77.17	2.06	0.00	0.00	0.71	0.79	0.00	0.00	0.00	0.00	0.00	0.06	0.08	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00814-bma	EZ-01-085	7166.57174	1051.206242	61.14	8278.914148	1086.65	1084.56	2.09	25.48	126.43	423.18	133.54	51.96	0.00	0.99	1.49	15.64	3.89	1.18	0.00	0.25	8.12	30.20	0.00	0.00	6.27	1.77	176.09	76.17	1.91	0.00	0.00	0.69	0.80	0.00	0.00	0.00	0.00	0.00	0.08	0.13	0.00	0.00	0.00	0.00	0.00	0.16	0.11	0.00	0.12	0.00	0.00	0.00	0.00
00815-bma	EZ-01-086	9543.290222	2236.226054	241.63	12021.14142	989.73	989.34	0.39	24.59	78.34	454.21	101.93	103.89	0.00	4.06	1.49	20.44	15.59	1.58	0.00	0.11	5.16	37.06	0.00	0.00	6.01	1.03	105.25	26.36	2.24	0.00	0.00	0.25	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00816-bma	EZ-01-087	13613.62641	2076.213497	151.80	15841.63724	1100.03	1098.68	1.35	39.39	119.74	477.02	123.31	114.41	0.00	1.52	1.86	22.74	11.99	0.74	0.00	0.14	8.95	48.66	0.00	0.00	4.32	0.56	87.65	35.68	0.00	0.00	0.00	0.36	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00817-bma	EZ-01-088	3890.484463	858.1801325	16.38	4765.047278	1396.88	1396.69	0.19	11.51	92.38	663.63	121.70	160.10	49.43	4.04	1.32	24.69	15.24	1.92	0.00	0.09	6.30	37.50	0.00	0.00	6.12	1.10	164.67	33.95	1.00	0.00	0.00	0.08	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00818-bma	EZ-01-089	2809.184018	741.2119977	6.10	3556.500738	2639.10	2638.49	0.61	99.30	231.54	1567.29	194.45	215.90	0.00	1.09	0.98	28.48	6.76	2.89	0.00	0.05	2.87	55.75	0.00	0.00	0.00	6.82	187.19	34.31	2.82	0.00	0.00	0.13	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00877-bma	EZ-02-025	3405.509661	1852.723066	13.14	5271.375049	2544.25	2542.27	1.98	56.83	223.31	1108.44	380.97	377.57	0.00	2.48	2.00	17.64	8.82	3.05	0.00	0.14	9.10	16.23	0.00	0.00	3.66	0.81	188.57	129.11	13.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.68	0.00	1.30	0.00	0.00	0.00	0.00
00880-bma	EZ-02-028	34765.24962	6810.95438	250.05	41826.25583	981.33	979.89	1.44	40.93	150.11	254.01	230.98	72.33	2.01	0.24	1.46	12.84	2.63	1.13	0.00	0.19	3.27	15.54	0.00	0.00	6.44	1.24	121.79	59.63	3.12	0.00	0.00	0.75	0.33	0.00	0.00	0.00	0.00	0.00	0.05	0.10	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00881-bma	EZ-02-029	17399.98835	8798.263481	209.90	26408.14723	916.12	915.23	0.89	20.14	63.14	446.05	69.82	101.45	0.00	0.75	1.42	18.79	11.12	0.90	0.00	0.10	8.03	33.41	0.00	0.00	3.80	0.65	108.64	27.02	0.00	0.00	0.00	0.24	0.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00882-bma	EZ-02-030	5869.708333	3494.232607	79.45	9443.390124	999.12	998.80	0.32	23.77	70.77	510.25	77.09	101.56	0.93	0.57	1.42	20.00	10.53	1.56	0.00	0.07	5.36	24.40	0.00	0.00	4.09	0.72	118.96	25.28	1.47	0.00	0.00	0.22	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00883-bma	EZ-02-031	20483.92797	5872.773355	24.71	26381.41555	3277.36	3276.52	0.84	88.76	473.06	1532.22	222.39	322.84	2.37	1.64	2.76	53.03	28.96	3.07	0.00	0.23	18.22	88.47	0.00	0.00	10.71	2.21	372.08	53.50	0.00	0.00	0.00	0.52	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00884-bma	EZ-02-032	6138.877808	3659.944196	87.06	9885.877844	2579.10	2576.69	2.41	32.31	244.67	1285.27	430.19	172.59	0.92	1.95	1.63	26.94	8.16	5.06	4.91	0.26	6.04	31.56	0.00	0.00	4.21	1.84	195.01	107.54	15.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.80	0.00	1.61	0.00	0.00	0.00	0.00
00885bma	EZ-02-033	7630.328674	3507.709848	134.97	11273.0119	2389.91	2385.90	4.01	29.15	236.41	837.34	351.24	205.60	2.91	3.02	1.73	36.27	7.80	3.58	0.00	0.21	8.00	49.93	0.00	0.00	10.42	4.12	455.32	141.10	1.75	0.00	0.00	0.84	2.78	0.00	0.00	0.00	0.00	0.00	0.03	0.17	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00886-bma	EZ-02-034	9685.297908	5336.349211	308.36	15330.01167	997.49	996.39	1.10	11.67	68.29	453.78	73.38	120.87	1.24	1.65	1.47	20.40	13.82	0.81	0.00	0.09	9.61	38.35	0.00	0.00	4.91	0.68	128.48	46.89	0.00	0.00	0.00	0.15	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00887-bma	EZ-02-035	10888.87761	8557.239856	55.41	19501.52422	851.46	850.44	1.02	17.04	61.23	353.48	61.46	126.91	0.89	3.50	1.17	14.37	12.53	0.52	0.00	0.10	9.26	35.28	0.00	0.00	4.40	0.36	97.00	50.94	0.00	0.00	0.00	0.20	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
00888-bma	EZ-02-036	2760.363092	1704.695072	58.17	4523.227006	2504.43	2503.69	0.74	12.83	232.71	1308.53	203.74	213.56	0.00	0.00	1.44	51.39	12.51	4.71	0.00	0.24	3.66	80.60	0.00	0.00	0.00	10.85	316.31	46.47	4.14	0.00	0.00	0.28	0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FLG-05	5-19-30	29577.64151	73.45059352	7.760002576	29658.85211	666.69	664.06	2.63	8.22	22.83	129.55	33.05	26.24	1.78	0.00	1.31	21.06	9.51	3.62	1.26	0.14	7.54	28.98	0.00	0.00	4.83	5.79	284.88	69.22	4.25	0.00	0.00	0.00	0.66	0.00	0.00	0.00	0.00	0.00	0.56	0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.50	0.00	0.00	0.00	0.00
FLG-06	5-19-32	51893.80373	22131.60421	2188.345147	76213.75309	1872.35	1868.22	4.13	47.89	27.37	711.14	148.18	109.61	0.00	0.00	1.42	33.28	17.87	5.67	0.00	0.12	9.14	49.60	0.00	0.00	8.45	2.58	603.14	92.76	0.00	0.00	0.00	0.00	1.33	0.00	0.00	0.00	0.00	0.00	1.02	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.34	0.13	0.85	0.00	0.00
FLG-28	7-18-34	78224.724	27423.901	855.732	106504.356	911.85	906.66	5.19	6.89	7.81	180.71	69.38	22.52	3.63	0.00	2.02	21.05	7.05	5.33	0.00	0.17	6.60	23.44	0.00	0.00	3.72	4.96	442.92	93.76	4.70	0.00	0.00	0.50	1.91	0.00	0.00	0.00	0.00	0.00	0.47	0.17	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.70	0.46	0.00	0.00	0.00	0.00
FLG-04	5-13-39					796.87	791.57	5.30	5.19	10.38	142.02	52.12	23.26	0.00	0.00	1.73	17.30	5.37	4.65	0.00	0.18	6.26	26.81	0.00	0.00	3.44	5.69	404.45	78.02	4.70	0.00	0.00	0.52	2.41	0.00	0.00	0.00	0.00	0.00	0.36	0.20	0.00	0.00	0.00	0.00	0.00	0.79	0.00	0.50	0.36	0.16	0.00	0.00	0.00
FLG-29	8-30-39					1277.47	1272.89	4.58	11.35	53.07	224.96	68.69	29.89	0.00	0.00	1.39	45.75	10.85	8.08	0.00	0.10	5.17	41.81	0.00	0.00	3.13	4.55	631.69	132.41	0.00	0.00	0.00	0.55	2.32	0.00	0.00	0.00	0.00	0.00	0.57	0.14	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FLG-01	5-13-40	119801.1318	13283.31803	77.59694122	133162.0468	1158.28	1154.52	3.76	15.73	48.64	229.43	71.07	43.13	0.00	0.00	1.80	28.83	8.54	7.43	0.00	0.08	5.03	33.40	0.00	0.00	2.56	5.60	536.30	116.95	0.00	0.00	0.00	0.46	1.51	0.00	0.00	0.00	0.00	0.00	0.82	0.34	0.00	0.00	0.00	0.00	0.00	0.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FLG-27	7-18-44	30364.80459	626.1630468	54.56333697	31045.53097	2674.19	2671.99	2.20	33.25	135.72	1068.13	146.45	152.30	3.48	0.00	1.04	53.66	24.08	8.39	2.21	0.15	12.54	81.97	0.00	0.00	14.55	3.13	798.71	128.09	4.14	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	0.00	0.22	0.08	0.00	0.00	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FLG-26	7-18-46	49664.64074	10837.12099	195.925161	60697.68689	4372.99	4370.40	2.59	37.33	962.59	1470.97	206.53	235.69	3.05	0.00	1.48	66.60	27.03	9.77	2.19	0.13	13.43	85.06	0.00	0.00	16.55	4.23	1063.32	159.95	4.50	0.00	0.00	0.00	1.19	0.00	0.00	0.00	0.00	0.00	0.68	0.19	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FLG-25	7-18-47	31753.52256	47.24980995	3.546385777	31804.31875	6460.20	6457.12	3.08	148.66	42.10	2607.28	329.88	483.17	4.24	0.00	1.19	166.36	63.76	19.25	4.13	0.35	25.26	170.35	0.00	0.00	39.77	10.79	2005.87	334.71	0.00	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	0.00	0.88	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FLG-08	5-26-01	83522.63864	38639.11208	1200.804	123362.5548	1453.89	1448.52	5.37	20.93	343.59	487.26	117.76	72.44	0.00	0.00	1.84	17.45	9.30	2.75	0.00	0.25	8.24	31.76	0.00	0.00	5.34	1.15	263.01	65.45	0.00	0.00	0.00	0.00	1.81	0.00	0.00	0.00	0.00	0.00	1.14	0.65	0.00	0.00	0.00	0.00	0.00	0.49	0.37	0.42	0.37	0.12	0.00	0.00	0.00
FLG-09	5-26-02	122341.5013	29382.48848	1375.353601	153099.3433	1133.55	1130.61	2.94	22.67	31.10	246.48	55.15	36.34	0.00	0.00	1.25	31.57	18.05	6.61	0.00	0.16	9.40	44.98	0.00	0.00	8.71	2.53	513.09	102.52	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.64	0.00	0.00	0.00	0.00	0.00	0.00	1.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FLG-10	5-26-03	78158.03162	21508.93926	1133.990349	100800.9612	540.63	534.21	6.42	12.06	4.15	100.61	43.22	15.66	0.00	0.00	1.51	11.99	4.08	3.04	0.00	0.16	4.85	8.61	0.00	0.00	2.18	2.12	257.11	58.41	4.45	0.00	0.00	0.43	1.35	0.00	0.00	0.00	0.00	0.00	1.56	1.10	0.00	0.00	0.00	0.00	0.00	0.75	0.16	0.36	0.43	0.28	0.00	0.00	0.00
FLG-11	5-26-04	14277.97957	4713.377304	183.3378764	19174.69475	1071.10	1067.13	3.97	6.72	15.54	194.19	56.16	23.87	2.77	0.00	1.94	25.77	9.03	6.57	0.00	0.22	7.31	31.63	0.00	0.00	4.18	6.50	567.24	102.07	5.42	0.00	0.00	0.51	1.95	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.78	0.12	0.00	0.31	0.00	0.00	0.00	0.00
FLG-12	5-26-05	19442.54426	9054.919888	452.5954049	28950.05955	536.81	533.58	3.23	11.50	8.08	106.71	53.17	15.82	0.00	0.00	1.82	12.11	3.39	2.82	0.00	0.21	6.44	14.93	0.00	0.00	3.04	2.84	233.44	53.97	3.29	0.00	0.00	0.49	1.24	0.00	0.00	0.00	0.00	0.00	0.49	0.15	0.00	0.00	0.00	0.00	0.00	0.71	0.15	0.00	0.00	0.00	0.00	0.00	0.00
FLG-13	5-26-06	98083.6341	19007.5287	713.4232003	117804.586	869.99	866.13	3.86	5.39	15.62	160.70	63.57	19.82	3.21	0.00	2.07	20.16	6.66	5.16	0.00	0.16	6.44	24.50	0.00	0.00	3.32	3.87	438.59	82.20	4.69	0.00	0.00	0.57	0.99	0.00	0.00	0.00	0.00	0.00	0.69	0.38	0.00	0.00	0.00	0.00	0.00	0.50	0.21	0.24	0.28	0.00	0.00	0.00	0.00
FLG-14	5-26-07	23998.37651	95.08594509	3.764598234	24097.22705	1529.31	1520.39	8.92	11.79	23.56	300.37	99.38	32.71	0.00	0.00	4.39	39.81	13.03	10.03	0.00	0.36	11.77	28.46	0.00	0.00	6.59	6.62	791.60	134.12	5.80	0.00	0.00	1.06	3.91	0.00	0.00	0.00	0.00	0.00	0.49	0.41	0.00	0.00	0.00	0.00	0.00	1.36	0.00	0.57	1.12	0.00	0.00	0.00	0.00
FLG-15	5-26-08	74724.168	418.9678797	22.75428922	75165.89017	1847.02	1844.02	3.00	32.63	314.43	710.35	151.37	114.58	0.00	0.00	1.27	21.97	12.05	4.45	1.25	0.14	8.51	37.26	0.00	0.00	6.72	1.61	356.40	69.03	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00	0.00	0.00	0.60	0.18	0.00	0.00	0.00	0.00	0.00	0.85	0.00	0.30	0.14	0.00	0.00	0.00	0.00
FLG-16	5-26-09	75845.25974	14945.96631	46.26191131	90837.48796	660.02	654.52	5.50	14.62	49.80	137.88	57.98	32.71	0.00	0.00	1.98	11.69	3.79	3.31	0.00	0.15	4.39	12.80	0.00	0.00	2.03	2.69	256.80	61.90	0.00	0.00	0.00	0.30	1.18	0.00	0.00	0.00	0.00	0.00	0.73	0.80	0.00	0.00	0.00	0.00	0.00	1.14	0.29	0.63	0.43	0.00	0.00	0.00	0.00
FLG-17	5-26-10	119060.5012	28760.81193	920.9022758	148742.2154	876.75	873.57	3.18	3.66	45.92	192.80	53.06	50.92	0.00	0.00	1.50	26.64	6.94	5.31	0.00	0.11	4.63	16.48	0.00	0.00	1.84	2.82	386.21	74.73	0.00	0.00	0.00	1.42	1.03	0.00	0.00	0.00	0.00	0.00	0.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10
FLG-18	5-26-11	51641.08979	14986.73298	633.5623718	67261.38514	491.92	487.32	4.60	11.44	38.77	106.88	47.40	20.72	2.54	0.00	1.66	8.07	2.70	2.43	0.00	0.10	3.66	10.14	0.00	0.00	1.80	2.32	182.13	44.56	0.00	0.00	0.00	0.22	0.98	0.00	0.00	0.00	0.00	0.00	0.97	0.49	0.00	0.00	0.00	0.00	0.00	0.86	0.27	0.48	0.33	0.00	0.00	0.00	0.00
FLG-19	5-26-12	77976.40449	14868.49312	8.80482893	92853.70243	526.94	521.42	5.52	10.32	36.20	116.00	43.00	15.68	0.00	0.00	1.56	11.35	3.81	2.62	0.00	0.00	4.60	8.49	0.00	0.00	1.44	1.49	190.07	74.79	0.00	0.00	0.00	0.70	2.08	0.00	0.00	0.00	0.00	0.00	0.76	0.37	0.00	0.00	0.00	0.00	0.00	0.69	0.16	0.50	0.00	0.26	0.00	0.00	0.00
FLG-20	5-26-13	32426.63112	5003.112998	121.1068283	37550.85095	2053.52	2050.88	2.64	59.69	198.18	823.11	156.77	160.30	1.90	0.00	1.50	30.98	14.58	5.36	0.00	0.06	9.41	43.98	0.00	0.00	6.96	2.01	431.24	100.53	4.32	0.00	0.00	0.00	0.87	0.00	0.00	0.00	0.00	0.00	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.59	0.00	0.00	0.31	0.00	0.00	0.00	0.00
FLG-21	5-26-14	249532.8136	303.9200401	8.072550133	249844.8062	650.73	646.81	3.92	3.38	39.09	129.15	46.80	26.90	0.00	0.00	1.41	15.10	4.57	3.49	0.00	0.05	3.75	16.00	0.00	0.00	1.67	2.68	286.76	66.01	0.00	0.00	0.00	0.36	1.16	0.00	0.00	0.00	0.00	0.00	0.57	0.11	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.52	0.43	0.00	0.00	0.00	0.00
FLG-22	5-26-15	158477.0368	280.7645131	6.85516068	158764.6565	525.64	521.83	3.81	14.03	45.24	130.61	51.04	31.14	5.37	0.00	1.43	11.19	3.07	2.56	0.00	0.09	1.91	5.37	0.00	0.00	1.15	1.11	176.29	40.23	0.00	0.00	0.00	0.39	1.24	0.00	0.00	0.00	0.00	0.00	0.89	0.15	0.00	0.00	0.00	0.00	0.00	0.81	0.00	0.33	0.00	0.00	0.00	0.00	0.00
FLG-07	5-19-28	34071.61972	64.33628468	31.29976661	34167.25577	571.31	569.18	2.13	17.80	42.09	146.43	57.59	28.01	0.00	0.00	1.62	12.80	3.46	3.08	0.00	0.09	2.19	12.28	0.00	0.00	1.24	1.59	191.17	47.74	0.00	0.00	0.00	0.35	1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FLG-02	5-13-42-1	29301.81017	8015.064535	267.9224416	37584.79714	1087.76	1084.10	3.66	3.62	53.13	197.63	65.98	42.33	3.80	0.00	1.95	27.26	8.46	6.07	0.00	0.10	4.53	36.00	0.00	0.00	2.50	5.24	520.48	105.02	0.00	0.00	0.00	0.68	1.49	0.00	0.00	0.00	0.00	0.00	0.69	0.40	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FLG-03	5-13-42-2	68755.09514	181.9706842	48.68363804	68985.74946	2141.83	2137.13	4.70	4.50	55.25	329.89	80.28	56.93	2.48	0.00	1.71	74.27	21.37	13.77	0.00	0.08	7.22	60.22	0.00	0.00	5.67	13.02	1103.48	306.99	0.00	0.00	0.00	1.35	2.36	0.00	0.00	0.00	0.00	0.00	0.69	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FLG-23	6-15-30-1	43628.26785	664.0385859	10.57598486	44302.88242	1049.29	1042.93	6.36	5.14	58.94	206.24	73.02	26.92	0.00	0.00	1.51	33.76	7.94	6.07	0.00	0.11	4.65	25.76	0.00	0.00	2.62	3.63	479.39	107.23	0.00	0.00	0.00	1.77	0.00	0.00	0.00	0.00	0.00	0.00	1.18	0.51	0.00	0.00	0.00	0.00	0.00	1.14	0.35	0.71	0.70	0.00	0.00	0.00	0.00
FLG-24	6-15-30-2	27097.02574	94.54841364	10.15051093	27201.72467	818.28	813.91	4.37	5.65	53.50	169.96	62.36	25.63	2.69	0.00	1.48	24.97	6.57	4.73	0.00	0.11	4.26	16.30	0.00	0.00	1.80	2.36	358.76	72.78	0.00	0.00	0.00	0.00	0.96	0.00	0.00	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	1.04	0.29	0.72	0.51	0.24	0.00	0.00	0.00
FLG-30	8-30-50-001	54126.41666	14063.32675	238.6883118	68428.43172	2683.59	2676.08	7.51	8.70	28.04	442.41	94.31	45.47	2.76	0.00	2.04	67.27	25.17	18.10	0.00	0.28	10.24	66.78	0.00	0.00	10.82	19.89	1549.70	275.99	8.11	0.00	0.00	1.30	1.84	0.00	0.00	0.00	0.00	0.00	0.67	0.50	0.00	0.00	0.00	0.00	0.00	1.44	0.47	0.00	0.68	0.24	0.00	0.00	0.37
FLG-31	8-30-50-2	36735.66637	15471.7172	388.4483898	52595.83196	1874.04	1863.34	10.70	3.12	66.99	341.74	83.01	31.95	3.51	0.00	1.59	71.16	18.34	12.80	0.00	0.12	5.35	39.34	0.00	0.00	3.57	7.78	950.93	222.04	0.00	0.00	0.00	1.22	6.63	0.00	0.00	0.00	0.00	0.00	0.96	0.21	0.00	0.00	0.00	0.00	0.00	0.56	0.20	0.39	0.53	0.00	0.00	0.00	0.00
BB-17-020	BB-17-020	63415.31129	11531.6152	127.925	75074.85136	749.72	737.00	12.72	16.99	30.46	154.34	53.53	29.52	2.24	0.00	3.11	25.82	5.31	2.81	1.75	0.56	7.20	34.80	0.00	0.00	16.45	3.63	167.92	180.56	0.00	0.00	0.00	3.50	3.63	0.00	0.00	0.00	0.00	0.00	1.06	0.97	0.00	0.00	0.00	0.00	0.00	1.07	0.00	0.83	1.11	0.55	0.00	0.00	0.00
BB-17-026	BB-17-026	47968.41738	8694.529551	90.995	56753.94192	463.39	458.01	5.38	15.22	30.34	121.95	49.67	22.33	3.45	0.00	2.08	16.01	2.31	1.88	0.00	0.39	4.95	24.89	0.00	0.00	12.55	2.72	89.69	57.58	0.00	0.00	0.00	1.60	1.34	0.00	0.00	0.00	0.00	0.00	0.58	0.32	0.00	0.00	0.00	0.00	0.00	1.06	0.48	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-027	BB-17-027	40040.70478			40040.70478	535.85	531.97	3.88	28.39	29.98	155.47	50.28	15.99	5.22	0.00	1.93	20.56	3.72	2.42	1.65	0.26	3.45	31.00	0.00	0.00	7.38	2.97	121.73	49.57	0.00	0.00	0.00	1.15	1.94	0.00	0.00	0.00	0.00	0.00	0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-029	BB-17-029	55895.08847	36025.04866	11.886	91932.02317	1931.14	1921.05	10.09	97.02	93.98	542.42	209.35	82.13	0.00	0.00	5.54	81.60	10.93	8.64	5.84	1.31	14.11	102.30	0.00	0.00	40.71	8.39	367.32	232.91	16.55	0.00	0.00	3.16	5.21	0.00	0.00	0.00	0.00	0.00	1.19	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-032	BB-17-032	98725.28263	298.005022	62.517	99085.80436	691.43	686.26	5.17	25.12	38.29	176.09	58.30	36.71	4.41	0.00	2.58	28.17	4.30	2.98	2.38	0.44	4.69	35.13	0.00	0.00	15.63	3.08	163.08	78.70	6.18	0.00	0.00	1.43	1.75	0.00	0.00	0.00	0.00	0.00	0.68	0.23	0.00	0.00	0.00	0.00	0.00	0.79	0.29	0.00	0.00	0.00	0.00	0.00	0.00
BB-17-034	BB-17-034	83483.26543	36726.0006	240.735	120450.0007	1339.79	1336.56	3.23	8.05	51.89	379.45	85.16	66.95	2.69	0.00	2.30	69.12	11.34	7.22	2.48	0.38	7.85	72.09	0.00	0.00	15.36	6.94	428.05	108.15	11.09	0.00	0.00	1.26	0.98	0.00	0.00	0.00	0.00	0.00	0.57	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00
